Name,Description,Link,Followers
"Stewart Poole","",https://www.quora.com/profile/Stewart-Poole-3,0
"Melanie Powell","",https://www.quora.com/profile/Melanie-Powell-85,0
"Una Turner","",https://www.quora.com/profile/Una-Turner-2,0
"Heather Reid","",https://www.quora.com/profile/Heather-Reid-201,0
"Victoria Hodges","",https://www.quora.com/profile/Victoria-Hodges-40,0
"Natalie Rutherford","",https://www.quora.com/profile/Natalie-Rutherford-22,0
"Michelle Alsop","",https://www.quora.com/profile/Michelle-Alsop-2,0
"Chloe MacDonald","",https://www.quora.com/profile/Chloe-MacDonald-90,0
"Claire Young","",https://www.quora.com/profile/Claire-Young-260,0
"Amelia Ellison","",https://www.quora.com/profile/Amelia-Ellison-10,0
"Paul Rutherford","",https://www.quora.com/profile/Paul-Rutherford-88,0
"Michelle Bond","",https://www.quora.com/profile/Michelle-Bond-108,0
"Abigail Vaughan","",https://www.quora.com/profile/Abigail-Vaughan-11,0
"Lauren Roberts","",https://www.quora.com/profile/Lauren-Roberts-553,0
"Christian Roberts","",https://www.quora.com/profile/Christian-Roberts-217,0
"Brandon Watson","",https://www.quora.com/profile/Brandon-Watson-366,0
"Samantha McDonald","",https://www.quora.com/profile/Samantha-McDonald-204,0
"Damian Skóra","",https://www.quora.com/profile/Damian-Sk%C3%B3ra-2-1,3
"Julien Lesire","lives in West Sussex (2018-present)",https://www.quora.com/profile/Julien-Lesire-1,0
"Virginia Paige","",https://www.quora.com/profile/Virginia-Paige-6,0
"Sonia Payne","",https://www.quora.com/profile/Sonia-Payne-18,0
"Amy Clark","",https://www.quora.com/profile/Amy-Clark-827,0
"Natalie Skinner","",https://www.quora.com/profile/Natalie-Skinner-45,0
"Lauren Bell","",https://www.quora.com/profile/Lauren-Bell-443,0
"Julia Churchill","",https://www.quora.com/profile/Julia-Churchill-13,0
"Sam Ball","",https://www.quora.com/profile/Sam-Ball-100,0
"Sarah Hudson","",https://www.quora.com/profile/Sarah-Hudson-357,0
"Julia Jones","",https://www.quora.com/profile/Julia-Jones-626,0
"Joan Ince","",https://www.quora.com/profile/Joan-Ince,0
"Katherine Hamilton","",https://www.quora.com/profile/Katherine-Hamilton-104,0
"Edward Hill","",https://www.quora.com/profile/Edward-Hill-241,0
"Fiona Ross","",https://www.quora.com/profile/Fiona-Ross-103,0
"Molly Arnold","",https://www.quora.com/profile/Molly-Arnold-45,0
"Audrey Edmunds","",https://www.quora.com/profile/Audrey-Edmunds-5,0
"Amanda Morgan","",https://www.quora.com/profile/Amanda-Morgan-610,0
"Nicholas Nunnelee","",https://www.quora.com/profile/Nicholas-Nunnelee,6
"Angela Langdon","",https://www.quora.com/profile/Angela-Langdon-12,0
"Dorothy Lambert","",https://www.quora.com/profile/Dorothy-Lambert-14,0
"Audrey McDonald","",https://www.quora.com/profile/Audrey-McDonald-57,0
"Alison Rutherford","",https://www.quora.com/profile/Alison-Rutherford-12,2
"Ava Vaughan","",https://www.quora.com/profile/Ava-Vaughan-11,0
"Maria Dowd","",https://www.quora.com/profile/Maria-Dowd-8,0
"Joan Newman","",https://www.quora.com/profile/Joan-Newman-36,0
"Virginia Howard","",https://www.quora.com/profile/Virginia-Howard-41,0
"Leah Baker","",https://www.quora.com/profile/Leah-Baker-204,0
"Melanie Russell","",https://www.quora.com/profile/Melanie-Russell-106,0
"Audrey Manning","",https://www.quora.com/profile/Audrey-Manning-22,0
"Sonia Murray","",https://www.quora.com/profile/Sonia-Murray-26,0
"Wendy Berry","",https://www.quora.com/profile/Wendy-Berry-75,2
"Victoria Coleman","",https://www.quora.com/profile/Victoria-Coleman-141,0
"Anne Jones","",https://www.quora.com/profile/Anne-Jones-490,0
"Ruth Payne","",https://www.quora.com/profile/Ruth-Payne-43,0
"Lauren Burgess","",https://www.quora.com/profile/Lauren-Burgess-133,0
"Una Burgess","",https://www.quora.com/profile/Una-Burgess-3,0
"Claire Roberts","",https://www.quora.com/profile/Claire-Roberts-287,0
"Maria May","",https://www.quora.com/profile/Maria-May-120,0
"Ruth Graham","",https://www.quora.com/profile/Ruth-Graham-86,0
"Dorothy Morgan","",https://www.quora.com/profile/Dorothy-Morgan-65,0
"Wendy Chapman","",https://www.quora.com/profile/Wendy-Chapman-96,0
"Jennifer Morrison","",https://www.quora.com/profile/Jennifer-Morrison-301,0
"Katherine Oliver","",https://www.quora.com/profile/Katherine-Oliver-51,0
"Melissa Plettell","Self-employed",https://www.quora.com/profile/Melissa-Plettell,280
"Diana Paige","",https://www.quora.com/profile/Diana-Paige-9,0
"Yvonne Poole","",https://www.quora.com/profile/Yvonne-Poole-15,0
"Virginia Lawrence","",https://www.quora.com/profile/Virginia-Lawrence-27,0
"Kylie Bond","",https://www.quora.com/profile/Kylie-Bond-14,0
"Heather Sanderson","",https://www.quora.com/profile/Heather-Sanderson-39,0
"Jan Miller","",https://www.quora.com/profile/Jan-Miller-285,0
"Lisa Sanderson","",https://www.quora.com/profile/Lisa-Sanderson-74,0
"Samantha Jackson","",https://www.quora.com/profile/Samantha-Jackson-595,0
"Andrea Ince","",https://www.quora.com/profile/Andrea-Ince-3,0
"Megan Bower","",https://www.quora.com/profile/Megan-Bower-31,0
"Vanessa Lyman","",https://www.quora.com/profile/Vanessa-Lyman-1,0
"Donna Underwood","",https://www.quora.com/profile/Donna-Underwood-52,0
"Donna Morgan","",https://www.quora.com/profile/Donna-Morgan-345,0
"Stephanie Paige","",https://www.quora.com/profile/Stephanie-Paige-55,0
"Maria Russell","",https://www.quora.com/profile/Maria-Russell-108,0
"Deirdre May","",https://www.quora.com/profile/Deirdre-May-5,0
"Donna Sharp","",https://www.quora.com/profile/Donna-Sharp-73,0
"Mary Morgan","",https://www.quora.com/profile/Mary-Morgan-562,0
"Carol Forsyth","",https://www.quora.com/profile/Carol-Forsyth-16,0
"Audrey Peters","",https://www.quora.com/profile/Audrey-Peters-42,0
"Stephanie Mills","",https://www.quora.com/profile/Stephanie-Mills-259,0
"Jan Lewis","",https://www.quora.com/profile/Jan-Lewis-117,0
"Tracey Allan","",https://www.quora.com/profile/Tracey-Allan-18,0
"Joanne Reid","",https://www.quora.com/profile/Joanne-Reid-84,0
"Faith Dyer","",https://www.quora.com/profile/Faith-Dyer-14,0
"Michelle Howard","",https://www.quora.com/profile/Michelle-Howard-369,0
"Jennifer Nolan","",https://www.quora.com/profile/Jennifer-Nolan-116,0
"Wanda Reid","",https://www.quora.com/profile/Wanda-Reid-24,0
"Diane Terry","",https://www.quora.com/profile/Diane-Terry-40,0
"Audrey Anderson","",https://www.quora.com/profile/Audrey-Anderson-234,0
"Lily Powell","",https://www.quora.com/profile/Lily-Powell-75,0
"Wendy White","",https://www.quora.com/profile/Wendy-White-351,0
"Bernadette Underwood","",https://www.quora.com/profile/Bernadette-Underwood-1,0
"Ponko","knows Czech",https://www.quora.com/profile/Ponko-2,0
"Heather Allan","",https://www.quora.com/profile/Heather-Allan-40,0
"Matthew B.","",https://www.quora.com/profile/Matthew-B-352,0
"Melanie Marshall","",https://www.quora.com/profile/Melanie-Marshall-122,0
"Audrey Forsyth","",https://www.quora.com/profile/Audrey-Forsyth-1,0
"Una Cornish","",https://www.quora.com/profile/Una-Cornish,0
"Karen Blake","",https://www.quora.com/profile/Karen-Blake-127,0
"Grace McDonald","",https://www.quora.com/profile/Grace-McDonald-130,0
"Gabrielle Ince","",https://www.quora.com/profile/Gabrielle-Ince,0
"Felicity Nolan","",https://www.quora.com/profile/Felicity-Nolan-2,0
"Sue Knox","",https://www.quora.com/profile/Sue-Knox-21,0
"Abigail Short","",https://www.quora.com/profile/Abigail-Short-24,0
"Kylie Vance","",https://www.quora.com/profile/Kylie-Vance-11,0
"Tracey Fraser","",https://www.quora.com/profile/Tracey-Fraser-34,0
"Olivia Kelly","",https://www.quora.com/profile/Olivia-Kelly-294,0
"Smiley Chan","",https://www.quora.com/profile/Smiley-Chan,0
"Joanne Oliver","",https://www.quora.com/profile/Joanne-Oliver-40,0
"Madeleine Marshall","",https://www.quora.com/profile/Madeleine-Marshall-13,0
"Zoe Hodges","",https://www.quora.com/profile/Zoe-Hodges-13,0
"Natalie Hughes","",https://www.quora.com/profile/Natalie-Hughes-272,0
"Sonia Oliver","",https://www.quora.com/profile/Sonia-Oliver-15,0
"Tracey Gibson","",https://www.quora.com/profile/Tracey-Gibson-75,0
"Nicola Scott","",https://www.quora.com/profile/Nicola-Scott-176,0
"Grace Ferguson","",https://www.quora.com/profile/Grace-Ferguson-89,0
"Lily Lyman","",https://www.quora.com/profile/Lily-Lyman-5,0
"Kylie Roberts","",https://www.quora.com/profile/Kylie-Roberts-101,0
"Virginia Harris","",https://www.quora.com/profile/Virginia-Harris-86,0
"Sue Wilkins","",https://www.quora.com/profile/Sue-Wilkins-28,0
"Michelle Howard","",https://www.quora.com/profile/Michelle-Howard-368,0
"Mary Ince","",https://www.quora.com/profile/Mary-Ince-8,0
"Joanne Payne","",https://www.quora.com/profile/Joanne-Payne-56,0
"Deirdre Martin","",https://www.quora.com/profile/Deirdre-Martin-34,0
"Deirdre James","",https://www.quora.com/profile/Deirdre-James-10,0
"Theresa Berry","",https://www.quora.com/profile/Theresa-Berry-47,0
"Samantha Forsyth","",https://www.quora.com/profile/Samantha-Forsyth-17,0
"Carol Avery","",https://www.quora.com/profile/Carol-Avery-35,0
"Carolyn Fisher","",https://www.quora.com/profile/Carolyn-Fisher-89,0
"Michelle Cameron","",https://www.quora.com/profile/Michelle-Cameron-138,0
"Yvonne Avery","",https://www.quora.com/profile/Yvonne-Avery-3,0
"Kylie McGrath","",https://www.quora.com/profile/Kylie-McGrath-15,0
"Joan Howard","",https://www.quora.com/profile/Joan-Howard-60,0
"Joan Cameron","",https://www.quora.com/profile/Joan-Cameron-37,0
"Ritik","",https://www.quora.com/profile/Ritik-352,7
"Tracey Welch","",https://www.quora.com/profile/Tracey-Welch-31,0
"Wanda Parr","",https://www.quora.com/profile/Wanda-Parr-4,0
"Hannah Mackay","",https://www.quora.com/profile/Hannah-Mackay-57,0
"Angela Hart","",https://www.quora.com/profile/Angela-Hart-169,0
"Alison King","",https://www.quora.com/profile/Alison-King-182,0
"Leah Metcalfe","",https://www.quora.com/profile/Leah-Metcalfe-5,0
"Wendy Lawrence","",https://www.quora.com/profile/Wendy-Lawrence-103,0
"Rebecca Jackson","",https://www.quora.com/profile/Rebecca-Jackson-537,0
"Hamza Chaudry","",https://www.quora.com/profile/Hamza-Chaudry-2,0
"Emma Wallace","",https://www.quora.com/profile/Emma-Wallace-241,0
"Nicola Ball","",https://www.quora.com/profile/Nicola-Ball-35,0
"Mary Vance","",https://www.quora.com/profile/Mary-Vance-60,0
"Vanessa Sharp","",https://www.quora.com/profile/Vanessa-Sharp-41,0
"Dorothy Bailey","",https://www.quora.com/profile/Dorothy-Bailey-55,0
"Diane Hemmings","",https://www.quora.com/profile/Diane-Hemmings-7,0
"Yvonne Abraham","",https://www.quora.com/profile/Yvonne-Abraham-8,0
"Bernadette Dyer","",https://www.quora.com/profile/Bernadette-Dyer-9,0
"Elizabeth Chapman","",https://www.quora.com/profile/Elizabeth-Chapman-180,0
"Mary Greene","",https://www.quora.com/profile/Mary-Greene-183,0
"Abigail Mackay","",https://www.quora.com/profile/Abigail-Mackay-11,0
"Faith Edmunds","",https://www.quora.com/profile/Faith-Edmunds-4,0
"Grace Blake","",https://www.quora.com/profile/Grace-Blake-36,0
"Emma Terry","",https://www.quora.com/profile/Emma-Terry-68,0
"Michelle Glover","",https://www.quora.com/profile/Michelle-Glover-110,0
"Zoe Scott","",https://www.quora.com/profile/Zoe-Scott-153,0
"Deirdre Taylor","",https://www.quora.com/profile/Deirdre-Taylor-23,0
"Jasmine Mackay","",https://www.quora.com/profile/Jasmine-Mackay-12,0
"Donna Hardacre","",https://www.quora.com/profile/Donna-Hardacre-1,0
"Hannah Terry","",https://www.quora.com/profile/Hannah-Terry-81,0
"Vanessa Peake","",https://www.quora.com/profile/Vanessa-Peake-4,0
"Bernadette Dowd","",https://www.quora.com/profile/Bernadette-Dowd-2,0
"Corrie Castleberry","",https://www.quora.com/profile/Corrie-Castleberry,5
"Katherine Short","",https://www.quora.com/profile/Katherine-Short-20,0
"Maria Clarkson","",https://www.quora.com/profile/Maria-Clarkson-9,0
"Lisa Ross","",https://www.quora.com/profile/Lisa-Ross-463,0
"Carol Mackenzie","",https://www.quora.com/profile/Carol-Mackenzie-30,0
"Sally May","",https://www.quora.com/profile/Sally-May-138,0
"Heather Thomson","",https://www.quora.com/profile/Heather-Thomson-112,0
"Fiona Anderson","",https://www.quora.com/profile/Fiona-Anderson-191,0
"Gabrielle Powell","",https://www.quora.com/profile/Gabrielle-Powell-56,0
"Anna Poole","",https://www.quora.com/profile/Anna-Poole-46,0
"Una Arnold","",https://www.quora.com/profile/Una-Arnold-1,0
"Bella Cameron","",https://www.quora.com/profile/Bella-Cameron-19,0
"Katherine Berry","",https://www.quora.com/profile/Katherine-Berry-38,0
"Anne Taylor","",https://www.quora.com/profile/Anne-Taylor-403,0
"Audrey James","",https://www.quora.com/profile/Audrey-James-85,0
"Anna Rampling","",https://www.quora.com/profile/Anna-Rampling-3,0
"Craig McGuire","former Software Engineer, retired English Teacher",https://www.quora.com/profile/Craig-McGuire-1,13
"Bella Glover","",https://www.quora.com/profile/Bella-Glover-13,0
"Amy Parsons","",https://www.quora.com/profile/Amy-Parsons-148,0
"Dorothy Kerr","",https://www.quora.com/profile/Dorothy-Kerr-15,0
"Karen Black","",https://www.quora.com/profile/Karen-Black-274,0
"Neal Cunningham","former Computer Systems Architect  at Retirement (2000-2018)",https://www.quora.com/profile/Neal-Cunningham-1,16
"Pippa Greene","",https://www.quora.com/profile/Pippa-Greene-1,0
"Grace Walker","",https://www.quora.com/profile/Grace-Walker-337,0
"Theresa Carr","",https://www.quora.com/profile/Theresa-Carr-46,0
"Rachel Bower","",https://www.quora.com/profile/Rachel-Bower-36,0
"Sophie Newman","",https://www.quora.com/profile/Sophie-Newman-80,0
"Dorothy Gill","",https://www.quora.com/profile/Dorothy-Gill-8,0
"Elizabeth Langdon","",https://www.quora.com/profile/Elizabeth-Langdon-16,0
"Karen Johnston","",https://www.quora.com/profile/Karen-Johnston-262,0
"Ava Murray","",https://www.quora.com/profile/Ava-Murray-50,0
"Sally Dickens","",https://www.quora.com/profile/Sally-Dickens-6,0
"Kimberly Wright","",https://www.quora.com/profile/Kimberly-Wright-430,0
"Megan Slater","",https://www.quora.com/profile/Megan-Slater-67,0
"Madeleine Mathis","",https://www.quora.com/profile/Madeleine-Mathis-1,0
"Rachel Cornish","",https://www.quora.com/profile/Rachel-Cornish-13,0
"Julia King","",https://www.quora.com/profile/Julia-King-250,0
"Lisa Underwood","",https://www.quora.com/profile/Lisa-Underwood-99,0
"Virginia Pullman","",https://www.quora.com/profile/Virginia-Pullman,0
"Samantha Ferguson","",https://www.quora.com/profile/Samantha-Ferguson-183,0
"Wendy Slater","",https://www.quora.com/profile/Wendy-Slater-34,0
"Gabrielle MacLeod","",https://www.quora.com/profile/Gabrielle-MacLeod-3,0
"Alexandra Lee","",https://www.quora.com/profile/Alexandra-Lee-318,0
"Bernadette Hunter","",https://www.quora.com/profile/Bernadette-Hunter-11,0
"Emily Watson","",https://www.quora.com/profile/Emily-Watson-642,0
"Wanda Abraham","",https://www.quora.com/profile/Wanda-Abraham-5,0
"Jasmine Bower","",https://www.quora.com/profile/Jasmine-Bower-7,0
"Lily Ince","",https://www.quora.com/profile/Lily-Ince-2,0
"Non Believer","former engineer (1975-2017)",https://www.quora.com/profile/Non-Believer-6,566
"Vega Shrivastava","lives in Pune, Maharashtra, India",https://www.quora.com/profile/Vega-Shrivastava,57
"Eric Fromm","former Senior Principal Electrical Engineer at SGI (1979-2019)",https://www.quora.com/profile/Eric-Fromm-1,16
"Prabha Karan","",https://www.quora.com/profile/Prabha-Karan-1291,0
"Ole Skar","studied at Glemmen Videregående Skole",https://www.quora.com/profile/Ole-Skar,83
"Chaitanya Kiran","lives in India (1990-present)",https://www.quora.com/profile/Chaitanya-Kiran-70,693
"Brett Selph","",https://www.quora.com/profile/Brett-Selph,13
"Fayth","B.sc  from KIPP Pride High School (2020)",https://www.quora.com/profile/Fayth-64,0
"Jimmy Fung","Software Engineer at Bloomberg (2018-present)",https://www.quora.com/profile/Jimmy-Fung-7,200
"Ian Osborne","",https://www.quora.com/profile/Ian-Osborne-70,2
"Windchill Ha","",https://www.quora.com/profile/Windchill-Ha,2
"Elizabeth Barrow","former Technical Writer at Small Businesses (1982-2021)",https://www.quora.com/profile/Elizabeth-Barrow-20,0
"Gerald Smith","former Manager at Sony Products and Services",https://www.quora.com/profile/Gerald-Smith-550,473
"Josh Money","lives in London (2017-present)",https://www.quora.com/profile/Josh-Money-23,0
"Andriya Thiyagarajan","Supervisor  at Vallalar (2010-present)",https://www.quora.com/profile/Andriya-Thiyagarajan,97
"Lisa Dalley","",https://www.quora.com/profile/Lisa-Dalley,0
"Bilal","Illuminate the wonderful light within you",https://www.quora.com/profile/Bilal-751,3
"Hari Srinivasan","Co-Founder and Director at GarbhaGudi IVF Centre (2011-present)",https://www.quora.com/profile/Hari-Srinivasan-4,210
"Kimberleedenise Williamson","",https://www.quora.com/profile/Kimberleedenise-Williamson-9,73
"Williams Me","Manager at Immigration to the United States of America (1985-present)",https://www.quora.com/profile/Williams-Me,0
"Arshad Musafer","knows Sinhala",https://www.quora.com/profile/Arshad-Musafer,136
"Vadim Volkov Northrop","lives in Regina, SK (2007-present)",https://www.quora.com/profile/Vadim-Volkov-Northrop,4
"Targus","",https://www.quora.com/profile/Targus-3,15
"Anna Baker","",https://www.quora.com/profile/Anna-Baker-364,0
"Anne Mathis","",https://www.quora.com/profile/Anne-Mathis-9,0
"Jan Scott","",https://www.quora.com/profile/Jan-Scott-103,0
"Kevin MacDonald","",https://www.quora.com/profile/Kevin-MacDonald-181,0
"Evan Peters","",https://www.quora.com/profile/Evan-Peters-96,0
"Trevor Sharp","",https://www.quora.com/profile/Trevor-Sharp-27,0
"Oliver Marshall","",https://www.quora.com/profile/Oliver-Marshall-97,0
"Sonia Hill","",https://www.quora.com/profile/Sonia-Hill-43,0
"Megan Nash","",https://www.quora.com/profile/Megan-Nash-67,0
"Mary Robertson","",https://www.quora.com/profile/Mary-Robertson-257,0
"Neil Ferguson","",https://www.quora.com/profile/Neil-Ferguson-85,0
"Christopher Russell","",https://www.quora.com/profile/Christopher-Russell-259,0
"Gavin Mitchell","",https://www.quora.com/profile/Gavin-Mitchell-134,0
"Joshua Parsons","",https://www.quora.com/profile/Joshua-Parsons-98,0
"Anna Lambert","",https://www.quora.com/profile/Anna-Lambert-76,0
"Andrew Lambert","",https://www.quora.com/profile/Andrew-Lambert-163,0
"Adam Watson","",https://www.quora.com/profile/Adam-Watson-406,0
"Lily Clarkson","",https://www.quora.com/profile/Lily-Clarkson-10,0
"Matt Ferguson","",https://www.quora.com/profile/Matt-Ferguson-200,0
"Connor Smith","",https://www.quora.com/profile/Connor-Smith-1386,0
"Alexandra Simpson","",https://www.quora.com/profile/Alexandra-Simpson-58,0
"Tim Payne","",https://www.quora.com/profile/Tim-Payne-163,0
"Karen Mackay","",https://www.quora.com/profile/Karen-Mackay-66,0
"Philippe Colentier","",https://www.quora.com/profile/Philippe-Colentier,2
"Rahul","",https://www.quora.com/profile/Rahul-574,18
"Carl Bell","",https://www.quora.com/profile/Carl-Bell-84,0
"John Allan","",https://www.quora.com/profile/John-Allan-283,0
"Tracey Avery","",https://www.quora.com/profile/Tracey-Avery-13,0
"Maria Ince","",https://www.quora.com/profile/Maria-Ince-2,0
"Lauren Martin","",https://www.quora.com/profile/Lauren-Martin-718,0
"Julian Poole","",https://www.quora.com/profile/Julian-Poole-13,0
"Gordon Jones","",https://www.quora.com/profile/Gordon-Jones-212,0
"Heather Tucker","",https://www.quora.com/profile/Heather-Tucker-194,0
"Oliver Springer","",https://www.quora.com/profile/Oliver-Springer-3,2
"Victoria Greene","",https://www.quora.com/profile/Victoria-Greene-77,0
"Sarah McLean","",https://www.quora.com/profile/Sarah-McLean-168,0
"Tim Ince","",https://www.quora.com/profile/Tim-Ince-4,0
"Rose Allan","",https://www.quora.com/profile/Rose-Allan-21,0
"Dan Davies","",https://www.quora.com/profile/Dan-Davies-206,0
"Sophie Wallace","",https://www.quora.com/profile/Sophie-Wallace-71,0
"Luke Smith","",https://www.quora.com/profile/Luke-Smith-2022,0
"Emily White","",https://www.quora.com/profile/Emily-White-1111,0
"Phil Duncan","",https://www.quora.com/profile/Phil-Duncan-49,0
"Wanda Baker","",https://www.quora.com/profile/Wanda-Baker-80,0
"Diana Edmunds","",https://www.quora.com/profile/Diana-Edmunds-1,0
"Karen Manning","",https://www.quora.com/profile/Karen-Manning-85,0
"Wanda Parr","",https://www.quora.com/profile/Wanda-Parr-3,0
"Kimberly Hart","",https://www.quora.com/profile/Kimberly-Hart-161,0
"Thomas Liu","former Jack of alot of trades.",https://www.quora.com/profile/Thomas-Liu-34,4
"Jonathan Metcalfe","",https://www.quora.com/profile/Jonathan-Metcalfe-15,0
"Connor Wallace","",https://www.quora.com/profile/Connor-Wallace-106,0
"Carolyn Johnston","",https://www.quora.com/profile/Carolyn-Johnston-70,0
"Amanda Mathis","",https://www.quora.com/profile/Amanda-Mathis-73,0
"Sarah Morgan","",https://www.quora.com/profile/Sarah-Morgan-904,0
"Alison Metcalfe","",https://www.quora.com/profile/Alison-Metcalfe-19,0
"Ava Butler","",https://www.quora.com/profile/Ava-Butler-48,0
"Nathan Buckland","",https://www.quora.com/profile/Nathan-Buckland-9,0
"Alexandra Peters","",https://www.quora.com/profile/Alexandra-Peters-50,0
"Caroline Parr","",https://www.quora.com/profile/Caroline-Parr-15,0
"Deirdre Taylor","",https://www.quora.com/profile/Deirdre-Taylor-22,0
"Heather Davies","",https://www.quora.com/profile/Heather-Davies-158,0
"Ian Mackenzie","",https://www.quora.com/profile/Ian-Mackenzie-172,0
"Boris May","",https://www.quora.com/profile/Boris-May-5,0
"Warren Jackson","",https://www.quora.com/profile/Warren-Jackson-115,0
"B. Reyes-Garcia","Reads a lot. Forgets a lot. Alas.",https://www.quora.com/profile/B-Reyes-Garcia,4
"Lauren May","",https://www.quora.com/profile/Lauren-May-229,0
"David Hunter","",https://www.quora.com/profile/David-Hunter-819,0
"Dorth King","",https://www.quora.com/profile/Dorth-King,0
"Connor Ellison","",https://www.quora.com/profile/Connor-Ellison-14,0
"Anna Berry","",https://www.quora.com/profile/Anna-Berry-128,0
"Alan Ogden","",https://www.quora.com/profile/Alan-Ogden-18,0
"Hannah Davies","",https://www.quora.com/profile/Hannah-Davies-400,0
"Stephanie Lewis","",https://www.quora.com/profile/Stephanie-Lewis-675,0
"Elizabeth Scott","",https://www.quora.com/profile/Elizabeth-Scott-584,0
"Joseph Lyman","",https://www.quora.com/profile/Joseph-Lyman-16,0
"Helen Reynolds","lives in England (1953-present)",https://www.quora.com/profile/Helen-Reynolds-17,31
"Victoria Rees","",https://www.quora.com/profile/Victoria-Rees-22,0
